ModuleCode;ModuleName;ModuleDepartment;ModuleCredit;ModuleLevel
BN6999;"DOCTORAL SEMINARS";"BIOMEDICAL ENGINEERING";8;6
BPS5000;Dissertation;BUILDING;8;5
BPS5101;"Total Building Performance and Integration";BUILDING;4;5
BPS5102;"Climate Change and the Built Environment";BUILDING;4;5
BPS5103;"Green Building Integration and Evaluation Studio";BUILDING;8;5
BPS5201;"Thermal and Indoor Air Quality Performance";BUILDING;4;5
BPS5202;"Lighting and Acoustics Performance";BUILDING;4;5
BPS5203;"Structural Systems and Spatial Performance";BUILDING;4;5
BPS5204;"Energy Efficiency and Renewable Energy in Buildings";BUILDING;4;5
BPS5205;"Sustainable Construction and Maintainability";BUILDING;4;5
BPS5206;"Protective Building Technologies";BUILDING;4;5
BPS5207;"Fire Technology";BUILDING;4;5
BPS5300;"Topics in Building Performance and Sustainability";BUILDING;4;5
BRP6551;"GRADUATE RESEARCH SEMINAR 1";"DEAN'S OFFICE (BIZ)";2;6
BRP6552;"GRADUATE RESEARCH SEMINAR 2";"DEAN'S OFFICE (BIZ)";2;6
BS5770;"GRADUATE SEMINAR";BUILDING;4;5
BS6770;"PHD SEMINAR";BUILDING;4;6
BSP1004;"Legal Environment Of Business";"STRATEGY AND POLICY";4;1
BSP1004X;"Legal Environment Of Business";"STRATEGY AND POLICY";4;1
BSP1005;"Managerial Economics";"STRATEGY AND POLICY";4;1
BSP2001;"Macro And International Economics";"STRATEGY AND POLICY";4;2
BSP2005;"Asian Business Environments";"STRATEGY AND POLICY";4;2
BSP3001A;"Strategic Management";"STRATEGY AND POLICY";4;3
BSP3001B;"Strategic Management";"STRATEGY AND POLICY";4;3
BSP3001C;"Strategic Management";"STRATEGY AND POLICY";4;3
BSP3513;"Family Business";"STRATEGY AND POLICY";4;3
BSP4512;"Global Strategic Management";"STRATEGY AND POLICY";4;4
BSP4513;"Econometrics: Theory And Practical Business Application";"STRATEGY AND POLICY";4;4
BT1101;"Introduction to Business Analytics";"INFORMATION SYSTEMS";4;1
BT5110;"Data Management and Warehousing";"COMPUTER SCIENCE";4;5
BX5101;"BUSINESS AND THE ENVIRONMENT";"DEAN'S OFFICE (SCHOOL OF DESIGN & ENV)";4;5
CDM5101;"Fundamentals of Cancer Biology";"DEAN'S OFFICE (MEDICINE)";4;5
CDM5102;"Translational Cancer Research";"DEAN'S OFFICE (MEDICINE)";4;5
CE2112;"Soil Mechanics";"CIVIL & ENVIRONMENTAL ENGINEERING";4;2
CE2134;Hydraulics;"CIVIL & ENVIRONMENTAL ENGINEERING";4;2
CE2155;"Structural Mechanics and Materials";"CIVIL & ENVIRONMENTAL ENGINEERING";4;2
CE2183;"Construction Project Management";"CIVIL & ENVIRONMENTAL ENGINEERING";4;2
CE2184;"Infrastructure & The Environment";"CIVIL & ENVIRONMENTAL ENGINEERING";4;2
CE2407;"Engineering & Uncertainty Analyses";"CIVIL & ENVIRONMENTAL ENGINEERING";4;2
CE2409;"Computer Applications in Civil Engineering";"CIVIL & ENVIRONMENTAL ENGINEERING";4;2
CE3101;"Integrated Infrastructure Project";"CIVIL & ENVIRONMENTAL ENGINEERING";4;3
CE3102;"Engineering of Socio-Technical Systems";"CIVIL & ENVIRONMENTAL ENGINEERING";4;3
CE3115;"Geotechnical Engineering";"CIVIL & ENVIRONMENTAL ENGINEERING";4;3
CE3116;"Foundation Engineering";"CIVIL & ENVIRONMENTAL ENGINEERING";4;3
CE3121;"Transportation Engineering";"CIVIL & ENVIRONMENTAL ENGINEERING";4;3
CE3132;"Water Resources Engineering";"CIVIL & ENVIRONMENTAL ENGINEERING";4;3
CE3155;"Structural Analysis";"CIVIL & ENVIRONMENTAL ENGINEERING";4;3
CE3165;"Structural Concrete Design";"CIVIL & ENVIRONMENTAL ENGINEERING";4;3
CE3166;"Structural Steel Design and System";"CIVIL & ENVIRONMENTAL ENGINEERING";4;3
CE4103;"Design Project";"CIVIL & ENVIRONMENTAL ENGINEERING";4;4
CE4104;"B. Eng. Dissertation";"CIVIL & ENVIRONMENTAL ENGINEERING";8;4
CE4221;"Design of Land Transport Infrastructures";"CIVIL & ENVIRONMENTAL ENGINEERING";4;4
CE4231;"Earth's Climate: Science & Modelling";"CIVIL & ENVIRONMENTAL ENGINEERING";4;4
CE4247;"Treatment Plant Hydraulics";"CIVIL & ENVIRONMENTAL ENGINEERING";4;4
CE4257;"Linear Finite Element Analysis";"CIVIL & ENVIRONMENTAL ENGINEERING";4;4
CE4258;"Structural Stability & Dynamics";"CIVIL & ENVIRONMENTAL ENGINEERING";4;4
CE4282;"Building Information Modeling for Project Management";"CIVIL & ENVIRONMENTAL ENGINEERING";4;4
CE5001;"Research Project";"CIVIL & ENVIRONMENTAL ENGINEERING";8;5
CE5101;"Seepage & Consolidation of Soils";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
CE5104;"Underground Space";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
CE5105;"Analytical & Numerical Methods In Foundation Engineering";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
CE5106;"Ground Improvement";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
CE5107;"Pile Foundations";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
CE5108;"Earth Retaining Structures";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
CE5111;"UNDERGROUND CONSTRUCTION DESIGN PROJECT";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
CE5112;"Structural Support Systems for Excavation";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
CE5113;"Geotechnical Investigation & Monitoring";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
CE5203;"Traffic Flow & Control";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
CE5205;"Transportation Planning";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
CE5207;"Pavement Network Management Systems";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
CE5307;"Wave Hydrodynamics and Physical Oceanography";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
CE5308;"Coastal Processes & Sediment Transport";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
CE5310;HYDROINFORMATICS;"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
CE5311;"Environmental modelling with computers";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
CE5312;"River Mechanics";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
CE5313;"Groundwater Hydrology";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
CE5314;"HEWRM Project";"CIVIL & ENVIRONMENTAL ENGINEERING";8;5
CE5509;"Advanced Structural Steel Design";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
CE5510;"Advanced Structural Concrete Design";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
CE5514;"Plate & Shell Structures";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
CE5603;"Engineering Economics & Project Evaluation";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
CE5604;"Advanced Concrete Technology";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
CE5610;"Assessment and Retrofit of Concrete Structures";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
CE5611;"Precast Concrete Technology";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
CE5804;"Global Infrastructure Project Management";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
CE5805;"CONSTRUCTION EQUIPMENT & METHODS";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
CE5806;"Construction Project and Site Control";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
CE5881;"TOPICS IN GEOTECHNICAL ENGINEERING: SOIL DYNAMICS";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
CE5883A;"Topics in Hydraulic & Water Resources - Environmental Hydraulics";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
CE5883B;"Topics in Hydraulic & Water Resources - Modelling Climate Change";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
CE5999;"GRADUATE SEMINARS";"CIVIL & ENVIRONMENTAL ENGINEERING";4;5
CE6001;"OPERATIONS & MANAGEMENT OF INFRASTRUCTURE SYSTEMS";"CIVIL & ENVIRONMENTAL ENGINEERING";4;6
CE6002;"ANALYSIS OF CIVIL ENGINEERING EXPERIMENTS";"CIVIL & ENVIRONMENTAL ENGINEERING";4;6
CE6003;"NUMERICAL METHODS IN ENGINEERING MECHANICS";"CIVIL & ENVIRONMENTAL ENGINEERING";4;6
CE6006;"ADVANCED FINITE ELEMENT ANALYSIS";"CIVIL & ENVIRONMENTAL ENGINEERING";4;6
CE6101;"GEOTECHNICAL CONSTITUTIVE MODELING";"CIVIL & ENVIRONMENTAL ENGINEERING";4;6
CE6102;"GEOTECHNICAL ANALYSIS";"CIVIL & ENVIRONMENTAL ENGINEERING";4;6
CE6999;"DOCTORAL SEMINARS";"CIVIL & ENVIRONMENTAL ENGINEERING";8;6
CG1001;"Introduction to Computer Engineering";"COMPUTING & ENGINEERING";2;1
CG1108;"Electrical Engineering";"COMPUTING & ENGINEERING";4;1
CG2271;"Real-Time Operating Systems";"COMPUTING & ENGINEERING";4;2
CG3002;"Embedded Systems Design Project";"COMPUTING & ENGINEERING";6;3
CG3204L;"Computer Networks Laboratory";"COMPUTING & ENGINEERING";4;3
CG3207;"Computer Architecture";"COMPUTING & ENGINEERING";4;3
CG4001;"B. Eng. Dissertation";"COMPUTING & ENGINEERING";12;4
CH1101E;"Introduction to Chinese Studies";"CHINESE STUDIES";4;1
CH2121;"History of Chinese Literature";"CHINESE STUDIES";4;2
CH2141;"General History of China";"CHINESE STUDIES";4;2
CH2161;"Traditional Chinese Taxonomy of Learning";"CHINESE STUDIES";4;2
CH2162;"Reading Classical Chinese Texts";"CHINESE STUDIES";4;2
CH2223;"Chinese Fiction";"CHINESE STUDIES";4;2
CH2252;"History of Chinese Philosophy";"CHINESE STUDIES";4;2
CH2273;"Chinese Media in Singapore: Theory and Practice";"CHINESE STUDIES";4;2
CH2274;"Discovering the Chinese Business Environment";"CHINESE STUDIES";4;2
CH2291;"Chinese Tradition (taught in English)";"CHINESE STUDIES";4;2
CH2297;"Exploring Chinese Cinema: Shanghai-Hong Kong-Singapore";"CHINESE STUDIES";4;2
CH3221;"Selected Readings in Chinese Verse";"CHINESE STUDIES";4;3
CH3223;"Selected Authors/Texts II";"CHINESE STUDIES";4;3
CH3226;"Modern Chinese Literature";"CHINESE STUDIES";4;3
CH3227;"Chinese Vernacular Stories";"CHINESE STUDIES";4;3
CH3229;"Modern Literature in Taiwan and Hong Kong";"CHINESE STUDIES";4;3
CH3243;"Chinese Cultural History";"CHINESE STUDIES";4;3
CH3245;"Overseas Chinese Society";"CHINESE STUDIES";4;3
CH3248;"Contemporary China: 1949 to Present";"CHINESE STUDIES";4;3
CH3255;"Introduction to Chinese Buddhism";"CHINESE STUDIES";4;3
CH3291;"Contemporary Chinese Culture (taught in English)";"CHINESE STUDIES";4;3
CH3295;"Understanding China: Past and Present (in English)";"CHINESE STUDIES";4;3
CH4204;"Selected Topics in Chinese Linguistics";"CHINESE STUDIES";5;4
CH4224;"Studies in Chinese Verse";"CHINESE STUDIES";5;4
CH4242;"SELECTED PERIODS OF CHINESE HISTORY I";"CHINESE STUDIES";5;4
CH4243;"Selected Periods of Chinese History II";"CHINESE STUDIES";5;4
CH4244;"Selected Topics on The Overseas Chinese";"CHINESE STUDIES";5;4
CH4247;"Print Culture in Modern China";"CHINESE STUDIES";5;4
CH4261;"Prescribed Text: Zhuangzi";"CHINESE STUDIES";5;4
CH4281;"Translation Studies";"CHINESE STUDIES";5;4
CH4401;"Honours Thesis";"CHINESE STUDIES";15;4
CH4660;"Independent Study";"CHINESE STUDIES";5;4
CH4882A;"Personalities in Modern Chinese History";"CHINESE STUDIES";5;4
CH5212;"THEORIES IN PHONOLOGY (Taught in English)";"CHINESE STUDIES";4;5
CH5212R;"THEORIES IN PHONOLOGY (TAUGHT IN ENGLISH)";"CHINESE STUDIES";5;5
CH5213;"Cognitive Linguistics & Chinese Language";"CHINESE STUDIES";4;5
CH5213R;"Cognitive Linguistics & Chinese Language";"CHINESE STUDIES";5;5
CH5225;"TOPICS IN SE ASIAN CHINESE LITERATURE";"CHINESE STUDIES";4;5
CH5225R;"TOPICS IN SE ASIAN CHINESE LITERATURE";"CHINESE STUDIES";5;5
CH5242;"Selected Texts in Chinese Historiography";"CHINESE STUDIES";4;5
CH5242R;"Selected Texts in Chinese Hist";"CHINESE STUDIES";5;5
CH5660;"INDEPENDENT STUDY";"CHINESE STUDIES";4;5
CH5880;"Topics in Applied Chinese Linguistics";"CHINESE STUDIES";4;5
CH5880R;"Topics in Applied Chinese Linguistics";"CHINESE STUDIES";5;5
CH6201;"TOPICS IN CHINESE LINGUISTICS";"CHINESE STUDIES";4;6
CH6203;"Grammaticalization and Chinese Grammar";"CHINESE STUDIES";4;6
CH6227;"CULTURE AND SOCIETY THROUGH LITERATURE";"CHINESE STUDIES";4;6
CH6241;"TOPICS IN CHINESE HISTORY";"CHINESE STUDIES";4;6
CH6245;"Culture and Society in Chinese History";"CHINESE STUDIES";4;6
CH6251;"TOPICS IN CHINESE PHILOSOPHY";"CHINESE STUDIES";4;6
CH6262;"INDEPENDENT STUDY IN CHINESE STUDIES";"CHINESE STUDIES";4;6
CH6263;"TRANSLATION: FORMAL, CULTURAL, POLITICAL";"CHINESE STUDIES";4;6
CH6770;"GRADUATE RESEARCH SEMINAR";"CHINESE STUDIES";4;6
CL1101E;"Introduction to Chinese Language";"CHINESE STUDIES";4;1
CL2101;"The Chinese Script : History and Issues";"CHINESE STUDIES";4;2
CL2102;"Chinese Phonetics";"CHINESE STUDIES";4;2
CL2103;"Chinese Grammar";"CHINESE STUDIES";4;2
CL2121;"History of Chinese Literature";"CHINESE STUDIES";4;2
CL2204;"Chinese Semantics";"CHINESE STUDIES";4;2
CL2241;"General History of China";"CHINESE STUDIES";4;2
CL2260;"Selected Readings";"CHINESE STUDIES";4;2
CL2280;"Basic Translation";"CHINESE STUDIES";4;2
CL2281;"Translation and Interpretation";"CHINESE STUDIES";4;2
CL2291;"Chinese Anthropolinguistics (taught in English)";"CHINESE STUDIES";4;2
CL3202;"Chinese Lexicology";"CHINESE STUDIES";4;3
CL3203;"Chinese Discourse Analysis & Pragmatics";"CHINESE STUDIES";4;3
CL3205;"Topics on Chinese Linguistics II";"CHINESE STUDIES";4;3
CL3207;"Chinese Sociolinguistics";"CHINESE STUDIES";4;3
CL3208;"Chinese Phonology";"CHINESE STUDIES";4;3
CL3210;"The Grammars and Lexicons of the Chinese Dialects";"CHINESE STUDIES";4;3
CL3211;"The Standardization of the Chinese Language";"CHINESE STUDIES";4;3
CL3221;"Selected Readings in Chinese Verse";"CHINESE STUDIES";4;3
CL3281;"Advanced Translation";"CHINESE STUDIES";4;3
CM1111;"Inorganic Chemistry 1";CHEMISTRY;4;1
CM1121;"Organic Chemistry 1";CHEMISTRY;4;1
CM1131;"Physical Chemistry 1";CHEMISTRY;4;1
CM1161;"Principles of Chemical Process I";CHEMISTRY;4;1
CM1191;"Experiments in Chemistry 1";CHEMISTRY;4;1
CM1401;"Chemistry for Life Sciences";CHEMISTRY;4;1
CM1402;"General Chemistry";CHEMISTRY;4;1
CM1417;"Fundamentals of Chemistry";CHEMISTRY;4;1
CM1501;"Organic Chemistry for Engineers";CHEMISTRY;4;1
CM1502;"General and Physical Chemistry for Engineers";CHEMISTRY;4;1
CM2101;"Physical Chemistry 2";CHEMISTRY;4;2
CM2111;"Inorganic Chemistry 2";CHEMISTRY;4;2
CM2121;"Organic Chemistry 2";CHEMISTRY;4;2
CM2142;"Analytical Chemistry 1";CHEMISTRY;4;2
CM2161;"Principles of Chemical Process II";CHEMISTRY;4;2
CM2191;"Experiments in Chemistry 2.";CHEMISTRY;4;2
CM2192;"Experiments in Chemistry 3.";CHEMISTRY;4;2
CM2192A;"Experiments in Chemistry 3A";CHEMISTRY;2;2
CM2288;"Basic UROPS in Chemistry I";CHEMISTRY;4;2
CM2289;"Basic UROPS In Chemistry II";CHEMISTRY;4;2
CM3181;"Professional Placement Applied Chemistry";CHEMISTRY;8;3
CM3193;"Industrial Process Laboratory";CHEMISTRY;4;3
CM3194;"Synthesis and Instrumentation Laboratory";CHEMISTRY;4;3
CM3211;"Organometallic Chemistry";CHEMISTRY;4;3
CM3212;"Transition Metal Chemistry";CHEMISTRY;4;3
CM3221;"Organic Synthesis and Spectroscopy";CHEMISTRY;4;3
CM3222;"Organic Reaction Mechanisms";CHEMISTRY;4;3
CM3225;Biomolecules;CHEMISTRY;4;3
CM3231;"Quantum Chem & Molecular Thermodynamics";CHEMISTRY;4;3
CM3232;"Phy Chem of the Solid State & Interfaces";CHEMISTRY;4;3
CM3242;"Instrumental Analysis II";CHEMISTRY;4;3
CM3251;Nanochemistry;CHEMISTRY;4;3
CM3252;"Polymer Chemistry 1";CHEMISTRY;4;3
CM3253;"Materials Chemistry 1";CHEMISTRY;4;3
CM3261;"Environmental Chemistry";CHEMISTRY;4;3
CM3262;"Advanced Inorganic Materials";CHEMISTRY;4;3
CM3264;"Petroleum and Industrial Organics";CHEMISTRY;4;3
CM3265;"Polymer Chemistry II";CHEMISTRY;4;3
CM3268;"Molecular Basis of Drug Design";CHEMISTRY;4;3
CM3288;"Advanced UROPS in Chemistry I";CHEMISTRY;4;3
CM3289;"Advanced UROPS in Chemistry II";CHEMISTRY;4;3
CM3291;"Advanced Experiments In Organic & Inorganic Chemistry";CHEMISTRY;4;3
CM3292;"Advanced Experiments In Analytical & Physical Chemistry";CHEMISTRY;4;3
CM3295;"Selected Experiments in Analytical Chem.";CHEMISTRY;4;3
CM3296;"Molecular Modelling: Theory & Practice";CHEMISTRY;4;3
CM3301;"Advanced Forensic Science";CHEMISTRY;4;3
CM3302;"Overseas Exploratory Project (Europe)";CHEMISTRY;2;3
CM3303;"Overseas Exploratory Project (CHINA)";CHEMISTRY;2;3
CM3311;"Undergraduate Professional Internship";CHEMISTRY;4;3
CM3312;"Extended Undergraduate Professional Internship";CHEMISTRY;8;3
CM4199A;"Honours Project in Chemistry";CHEMISTRY;16;4
CM4199B;"Honours Project in Applied Chemistry";CHEMISTRY;16;4
CM4201;"DIRECTED INDEPENDENT STUDY IN MODERN CHEMISTRY";CHEMISTRY;4;4
CM4214;"Structural Methods in Inorganic Chem";CHEMISTRY;4;4
CM4215;"BIOINORGANIC CHEMISTRY";CHEMISTRY;4;4
CM4222;"Advanced Organic Synthesis and Spectroscopy";CHEMISTRY;4;4
CM4227;"Chemical Biology";CHEMISTRY;4;4
CM4236;"Spectroscopy in Biophysical Chemistry";CHEMISTRY;4;4
CM4237;"Interfaces and the Liquid State";CHEMISTRY;4;4
CM4241;"Trace Analysis";CHEMISTRY;4;4
CM4242;"Advanced Analytical Techniques";CHEMISTRY;4;4
CM4261;"Surface Science";CHEMISTRY;4;4
CM4268;"Advanced Polymer Science";CHEMISTRY;4;4
CM4269;"Sustainable & Green Chemistry";CHEMISTRY;4;4
CM4271;"MEDICINAL CHEMISTRY";CHEMISTRY;4;4
CM4273;"Computational Drug Design";CHEMISTRY;4;4
CM4274;"The Art and Methodology in Total Synthesis";CHEMISTRY;4;4
CM4282;"Energy Resources";CHEMISTRY;4;4
CM5100;"M.SC. PROJECT (FOR M.SC. COURSEWORK STUDENTS ONLY)";CHEMISTRY;8;5
CM5111;"GRADUATE INORGANIC CHEMISTRY";CHEMISTRY;4;5
CM5121;"GRADUATE ORGANIC CHEMISTRY";CHEMISTRY;4;5
CM5131;"GRADUATE PHYSICAL CHEMISTRY";CHEMISTRY;4;5
CM5141;"GRADUATE ANALYTICAL CHEMISTRY";CHEMISTRY;4;5
CM5198;"Graduate Seminar Module in Chemistry";CHEMISTRY;4;5
CM5201;"PRACTICAL SYNTHETIC AND ANALYTICAL CHEMISTRY";CHEMISTRY;4;5
CM5211;"Contemporary Organometallic Chemistry";CHEMISTRY;4;5
CM5221;"ADVANCED ORGANIC SYNTHESIS";CHEMISTRY;4;5
CM5223;"Topics in Supramolecular Chemistry";CHEMISTRY;4;5
CM5224;"Emerging Concepts in Drug Discovery";CHEMISTRY;4;5
CM5225;"Asymmetric Catalysis";CHEMISTRY;4;5
CM5237;"Advanced Optical Spectroscopy and Imaging";CHEMISTRY;4;5
CM5241;"Modern Analytical Techniques";CHEMISTRY;4;5
CM5243;"X-Ray Crystallography:A Pract'l Approach";CHEMISTRY;4;5
CM5244;"Topics in Environmental Chemistry";CHEMISTRY;4;5
CM5245;BIOANALYTICALCHEMISTRY;CHEMISTRY;4;5
CM5262;"Contemporary Materials Chemistry";CHEMISTRY;4;5
CM5268;"Advanced Organic Materials";CHEMISTRY;4;5
CN1111;"Chemical Engineering Principles";"CHEMICAL & BIOMOLECULAR ENGINEERING";4;1
CN1111E;"Chemical Engineering Principles";"BACHELOR OF TECHNOLOGY PROGRAMME";4;1
CN1111FC;"Chemical Engineering Principles";"CHEMICAL & BIOMOLECULAR ENGINEERING";4;1
CN2108;"Chemical Engineering Process Laboratory I";"CHEMICAL & BIOMOLECULAR ENGINEERING";2;2
CN2116;"Chemical Kinetics & Reactor Design";"CHEMICAL & BIOMOLECULAR ENGINEERING";4;2
CN2116E;"Chemical Kinetics And Reactor Design";"BACHELOR OF TECHNOLOGY PROGRAMME";4;2
CN2121;"Chemical Engineering Thermodynamics";"CHEMICAL & BIOMOLECULAR ENGINEERING";4;2
CN2121E;"Chemical Engineering Thermodynamics";"BACHELOR OF TECHNOLOGY PROGRAMME";4;2
CN2122;"Fluid Mechanics";"CHEMICAL & BIOMOLECULAR ENGINEERING";4;2
CN2122E;"Fluid Mechanics";"BACHELOR OF TECHNOLOGY PROGRAMME";4;2
CN2125;"Heat & Mass Transfer";"CHEMICAL & BIOMOLECULAR ENGINEERING";4;2
CN2125E;"Heat And Mass Transfer";"BACHELOR OF TECHNOLOGY PROGRAMME";4;2
CN3108;"Chemical Engineering Process Laboratory II";"CHEMICAL & BIOMOLECULAR ENGINEERING";4;3
CN3109;"Chemical Engineering Process Laboratory III";"CHEMICAL & BIOMOLECULAR ENGINEERING";2;3
CN3121;"Process Dynamics & Control";"CHEMICAL & BIOMOLECULAR ENGINEERING";4;3
CN3121E;"Process Dynamics & Control";"BACHELOR OF TECHNOLOGY PROGRAMME";4;3
CN3124;"Fluid-Solid Systems";"CHEMICAL & BIOMOLECULAR ENGINEERING";3;3
CN3124E;"Particle Technology";"BACHELOR OF TECHNOLOGY PROGRAMME";4;3
CN3132;"Separation Processes";"CHEMICAL & BIOMOLECULAR ENGINEERING";4;3
CN3132E;"Separation Processes";"BACHELOR OF TECHNOLOGY PROGRAMME";5;3
CN3135;"Process Safety, Health and Environment";"CHEMICAL & BIOMOLECULAR ENGINEERING";3;3
CN3135E;"Process Safety, Health and Environment";"BACHELOR OF TECHNOLOGY PROGRAMME";3;3
CN3421;"Process Modeling And Numerical Simulation";"CHEMICAL & BIOMOLECULAR ENGINEERING";4;3
CN4118E;"B.Tech. Dissertation";"BACHELOR OF TECHNOLOGY PROGRAMME";10;4
CN4118R;"B.Eng. Dissertation";"CHEMICAL & BIOMOLECULAR ENGINEERING";10;4
CN4121;"Design Project";"CHEMICAL & BIOMOLECULAR ENGINEERING";10;4
CN4122;"Process Synthesis and Simulation";"CHEMICAL & BIOMOLECULAR ENGINEERING";3;4
CN4122E;"Process Synthesis and Simulation";"BACHELOR OF TECHNOLOGY PROGRAMME";3;4
CN4123E;"Design Project";"BACHELOR OF TECHNOLOGY PROGRAMME";7;4
CN4201R;"Petroleum Refining";"CHEMICAL & BIOMOLECULAR ENGINEERING";4;4
CN4203R;"Polymer Engineering";"CHEMICAL & BIOMOLECULAR ENGINEERING";4;4
CN4208E;"Biochemical Engineering";"BACHELOR OF TECHNOLOGY PROGRAMME";4;4
CN4210E;"Membrane Science And Engineering";"BACHELOR OF TECHNOLOGY PROGRAMME";4;4
CN4211R;"Petrochemicals and Processing Technology";"CHEMICAL & BIOMOLECULAR ENGINEERING";4;4
CN4215R;"Food Technology and Engineering";"CHEMICAL & BIOMOLECULAR ENGINEERING";4;4
CN4216R;"Electronic Materials Science";"CHEMICAL & BIOMOLECULAR ENGINEERING";4;4
CN4217R;"Processing of Microelectronic Materials";"CHEMICAL & BIOMOLECULAR ENGINEERING";4;4
CN4223R;"Microelectronic Thin Films";"CHEMICAL & BIOMOLECULAR ENGINEERING";4;4
CN4227E;"Advanced Process Control";"BACHELOR OF TECHNOLOGY PROGRAMME";4;4
CN4227R;"Advanced Process Control";"CHEMICAL & BIOMOLECULAR ENGINEERING";4;4
CN4238R;"Chemical & Biochemical Process Modeling";"CHEMICAL & BIOMOLECULAR ENGINEERING";4;4
CN4240E;"Unit Operations and Processes for Effluent Treatment";"BACHELOR OF TECHNOLOGY PROGRAMME";4;4
CN4240R;"Processes for Effluent Control";"CHEMICAL & BIOMOLECULAR ENGINEERING";4;4
CN4245R;"Data Based Process Characterisation";"CHEMICAL & BIOMOLECULAR ENGINEERING";4;4
CN4246E;"Chemical And Bio-Catalysis";"BACHELOR OF TECHNOLOGY PROGRAMME";4;4
CN4246R;"Chemical and Bio Catalysis";"CHEMICAL & BIOMOLECULAR ENGINEERING";4;4
CN4247R;"Enzyme Technology";"CHEMICAL & BIOMOLECULAR ENGINEERING";4;4
CN4248;"Sustainable Process Development";"CHEMICAL & BIOMOLECULAR ENGINEERING";4;4
CN4249;"Engg. Design in Molecular Biotechnology";"CHEMICAL & BIOMOLECULAR ENGINEERING";4;4
CN5010;"MATHEMATICAL METHODS IN CHEMICAL & ENVIRONMENTAL ENGINEERING";"CHEMICAL & BIOMOLECULAR ENGINEERING";4;5
CN5020;"ADVANCED REACTION ENGINEERING";"CHEMICAL & BIOMOLECULAR ENGINEERING";4;5
CN5030;"ADVANCED CHEMICAL ENGINEERING THERMODYNAMICS";"CHEMICAL & BIOMOLECULAR ENGINEERING";4;5
CN5040;"ADVANCED TRANSPORT PHENOMENA";"CHEMICAL & BIOMOLECULAR ENGINEERING";4;5
CN5050;"ADVANCED SEPARATION PROCESSES";"CHEMICAL & BIOMOLECULAR ENGINEERING";4;5
CN5111;"OPTIMIZATION OF CHEMICAL PROCESSES";"CHEMICAL & BIOMOLECULAR ENGINEERING";4;5
CN5131;"COLLOIDS & SURFACES";"CHEMICAL & BIOMOLECULAR ENGINEERING";4;5
CN5161;"POLYMER PROCESSING ENGINEERING";"CHEMICAL & BIOMOLECULAR ENGINEERING";4;5
CN5162;"ADVANCED POLYMERIC MATERIALS";"CHEMICAL & BIOMOLECULAR ENGINEERING";4;5
CN5172;"BIOCHEMICAL ENGINEERING";"CHEMICAL & BIOMOLECULAR ENGINEERING";4;5
CN5173;"DOWNSTREAM PROCESSING OF BIOCHEMICAL & PHARMACEUTICAL PRODUCTS";"CHEMICAL & BIOMOLECULAR ENGINEERING";4;5
